Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
vans-era-59-moroccan-geo-dress-blues,,,,,,,,,13,,,blue,,,,,VN-04-13-blue,0.0,shopify,21,deny,manual,119.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_4_image4.jpg?v=1787745084,4,"VANS |
ERA 59 MOROCCAN | GEO/DRESS BLUES",,,,,kg,,,
vans-era-59-moroccan-geo-dress-blues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_4_image5.jpg?v=1787745084,5,"VANS |
ERA 59 MOROCCAN | GEO/DRESS BLUES",,,,,,,,
vans-authentic-butterfly-true-white-black,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,"The forefather of the Vans family, the Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. The Vans Authentic is constructed from canvas and Vans' signature waffle outsole construction.",VANS,Uncategorized,SHOES,"clothes, egnition-sample-data, men, summer, vans",true,Size,4,,Color,white,,,,,VN-03-4-white,0.0,shopify,15,deny,manual,109.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_3_image1.jpg?v=1787745077,1,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,false,,,,kg,,,active
vans-authentic-butterfly-true-white-black,,,,,,,,,5,,,white,,,,,VN-03-5-white,0.0,shopify,15,deny,manual,109.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_3_image2.jpg?v=1787745077,2,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,,,,,kg,,,
vans-authentic-butterfly-true-white-black,,,,,,,,,6,,,white,,,,,VN-03-6-white,0.0,shopify,15,deny,manual,109.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_3_image3.jpg?v=1787745077,3,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,,,,,kg,,,
vans-authentic-butterfly-true-white-black,,,,,,,,,7,,,white,,,,,VN-03-7-white,0.0,shopify,15,deny,manual,109.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_3_image4.jpg?v=1787745077,4,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,,,,,kg,,,
vans-authentic-butterfly-true-white-black,,,,,,,,,8,,,white,,,,,VN-03-8-white,0.0,shopify,15,deny,manual,109.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_3_image5.jpg?v=1787745077,5,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,,,,,kg,,,
vans-authentic-butterfly-true-white-black,,,,,,,,,9,,,white,,,,,VN-03-9-white,0.0,shopify,15,deny,manual,109.95,,true,true,,,,,,,,,,,,,kg,,,
vans-authentic-multi-eyelets-gradient-crimson,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,"The forefather of the Vans family, the Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. The Vans Authentic is constructed from canvas and Vans' signature waffle outsole construction.",VANS,Uncategorized,SHOES,"clothes, egnition-sample-data, men, summer, vans",true,Size,5,,Color,red,,,,,VN-02-5-red,0.0,shopify,13,deny,manual,99.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_2_image1.jpg?v=1787745071,1,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,false,,,,kg,,,active
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,6,,,red,,,,,VN-02-6-red,0.0,shopify,13,deny,manual,99.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_2_image2.jpg?v=1787745071,2,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,,,,,kg,,,
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,7,,,red,,,,,VN-02-7-red,0.0,shopify,13,deny,manual,99.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_2_image3.jpg?v=1787745071,3,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,,,,,kg,,,
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,8,,,red,,,,,VN-02-8-red,0.0,shopify,13,deny,manual,99.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_2_image4.jpg?v=1787745071,4,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,,,,,kg,,,
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,9,,,red,,,,,VN-02-9-red,0.0,shopify,13,deny,manual,99.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_2_image5.jpg?v=1787745071,5,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,,,,,kg,,,
vans-authentic-lo-pro-burgandy-white,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,"The forefather of the Vans family, the original Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. Now remodeled into a low top lace-up with a slim silhouette, the Vans Authentic Lo Pro features sturdy canvas uppers with lower sidewalls, metal eyelets, and low profile mini waffle outsoles for a lightweight feel.",VANS,Uncategorized,SHOES,"clothes, egnition-sample-data, men, sale, summer, vans",true,Size,4,,Color,burgandy,,,,,VN-01-4-burgandy,0.0,shopify,20,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_1_image1.jpg?v=1787745065,1,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,false,,,,kg,,,active
vans-authentic-lo-pro-burgandy-white,,,,,,,,,5,,,burgandy,,,,,VN-01-5-burgandy,0.0,shopify,20,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_1_image2.jpg?v=1787745064,2,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,,,,,kg,,,
vans-authentic-lo-pro-burgandy-white,,,,,,,,,10,,,burgandy,,,,,VN-01-10-burgandy,0.0,shopify,20,deny,manual,29.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_1_image3.jpg?v=1787745065,3,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,,,,,kg,,,
vans-authentic-lo-pro-burgandy-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_1_image4.jpg?v=1787745065,4,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,,,,,,,,
vans-authentic-lo-pro-burgandy-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_1_image5.jpg?v=1787745065,5,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,,,,,,,,
